vin,body_type,daysonmarket,fleet,frame_damaged,fuel_type,has_accidents,horsepower,isCab,make_name,maximum_seating,mileage,model_name,price,transmission,wheel_system,year
1G1BF5SM0H7110191,Sedan,88,FALSE,FALSE,Gasoline,FALSE,153,FALSE,Chevrolet,5 seats,32585,Cruze,15439,A,FWD,2017
JM3KFBDM7K0528595,SUV / Crossover,529,,,Gasoline,,187,,Mazda,5 seats,5,CX-5,35695,A,AWD,2019
1C4PJMDB8HW665915,SUV / Crossover,46,FALSE,FALSE,Gasoline,FALSE,180,FALSE,Jeep,5 seats,29713,Cherokee,19700,A,4WD,2017
SALGS2RU4LA412570,SUV / Crossover,5,,,Gasoline,,395,,Land Rover,5 seats,18,Range Rover Hybrid,107750,A,AWD,2020
1FT8W3BT8KEC73025,Pickup Truck,33,FALSE,FALSE,Biodiesel,FALSE,450,FALSE,Ford,5 seats,20553,F-350 Super Duty,71969,A,4WD,2019
1GCGSCEN6J1317257,Pickup Truck,2,TRUE,FALSE,Gasoline,TRUE,308,TRUE,Chevrolet,5 seats,35460,Colorado,25272,A,4X2,2018
5N1DR2MM2HC605398,SUV / Crossover,20,FALSE,FALSE,Gasoline,FALSE,284,FALSE,Nissan,7 seats,39838,Pathfinder,23500,CVT,4WD,2017
SALRU2RV2L2435447,SUV / Crossover,70,,,Gasoline,,340,,Land Rover,7 seats,11,Discovery,64670,A,AWD,2020
2HGFC2F50HH549433,Sedan,29,FALSE,FALSE,Gasoline,TRUE,158,FALSE,Honda,5 seats,30370,Civic,13623,CVT,FWD,2017
1GCVKREC4HZ208056,Pickup Truck,56,FALSE,FALSE,Gasoline,FALSE,355,FALSE,Chevrolet,6 seats,28863,Silverado 1500,32439,A,4WD,2017
1C4RJFBG5JC357675,SUV / Crossover,25,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,12634,Grand Cherokee,29300,A,4WD,2018
1C4RJFBG5JC263537,SUV / Crossover,22,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,30928,Grand Cherokee,29300,A,4WD,2018
SALGS2SE4LA576937,SUV / Crossover,307,,,Gasoline,,518,,Land Rover,5 seats,12,Range Rover,118862,A,AWD,2020
JM1GL1XY5J1311006,Sedan,473,,,Gasoline,,250,,Mazda,5 seats,10,MAZDA6,37140,A,FWD,2018
2GNALCEK0H1607434,SUV / Crossover,34,FALSE,FALSE,Gasoline,FALSE,182,FALSE,Chevrolet,5 seats,73000,Equinox,12500,A,FWD,2017
1GNSKBKC2HR285501,SUV / Crossover,78,FALSE,FALSE,Flex Fuel Vehicle,TRUE,355,FALSE,Chevrolet,8 seats,41487,Tahoe,37972,A,4WD,2017
SADFP2FX1L1Z81867,SUV / Crossover,278,FALSE,FALSE,Gasoline,FALSE,246,FALSE,Jaguar,5 seats,,E-PACE,65375,A,AWD,2020
SALGS2SE2LA409346,SUV / Crossover,44,,,Gasoline,,518,,Land Rover,5 seats,8,Range Rover,119590,A,AWD,2020
1C4RDHDG8KC711044,SUV / Crossover,505,,,Gasoline,,295,,Dodge,7 seats,12,Durango,38935,A,RWD,2019
SALRU2RV7L2433757,SUV / Crossover,187,,,Gasoline,,340,,Land Rover,7 seats,15,Discovery,66005,A,AWD,2020
2C3CDXHGXJH169391,Sedan,76,TRUE,FALSE,Gasoline,FALSE,292,TRUE,Dodge,5 seats,45550,Charger,22300,A,RWD,2018
1GNSKJKCXGR459310,SUV / Crossover,17,FALSE,FALSE,Flex Fuel Vehicle,TRUE,355,FALSE,Chevrolet,8 seats,45966,Suburban,39439,A,4WD,2016
JM3TCABY0L0404246,SUV / Crossover,228,,,Gasoline,,250,,Mazda,7 seats,10,CX-9,39695,A,FWD,2020
3GNKBCRS5KS622170,SUV / Crossover,133,FALSE,FALSE,Gasoline,FALSE,305,FALSE,Chevrolet,5 seats,7076,Blazer,26921,A,FWD,2019
1GNERGKW0JJ146701,SUV / Crossover,83,FALSE,FALSE,Gasoline,FALSE,310,FALSE,Chevrolet,8 seats,29557,Traverse,26519,A,FWD,2018
1C4RJFBG4EC275197,SUV / Crossover,14,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,61161,Grand Cherokee,17300,A,4WD,2014
5XYPG4A3XHG324010,SUV / Crossover,10,FALSE,FALSE,Gasoline,FALSE,185,FALSE,Kia,7 seats,11598,Sorento,16969,A,FWD,2017
SALWZ2RE6LA742193,SUV / Crossover,20,,,Gasoline,,575,,Land Rover,5 seats,20,Range Rover Sport,135465,A,AWD,2020
1C4RJFLG3HC613479,SUV / Crossover,14,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,24274,Grand Cherokee,29800,A,4WD,2017
JM3TCBEY6K0317077,SUV / Crossover,417,,,Gasoline,,250,,Mazda,7 seats,10,CX-9,53095,A,AWD,2019
JM3TCABY4L0408770,SUV / Crossover,197,,,Gasoline,,250,,Mazda,7 seats,10,CX-9,39695,A,FWD,2020
1GNKVGKD1HJ252355,SUV / Crossover,41,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,19656,Traverse,24439,A,AWD,2017
1C4BJWFGXFL693924,SUV / Crossover,7,FALSE,FALSE,Gasoline,TRUE,285,FALSE,Jeep,5 seats,43240,Wrangler Unlimited,36000,A,4WD,2015
3GYFNCE30DS653971,SUV / Crossover,99,FALSE,FALSE,Flex Fuel Vehicle,FALSE,308,FALSE,Cadillac,5 seats,63723,SRX,13000,A,FWD,2013
1GNKRGKD3HJ253527,SUV / Crossover,26,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,20695,Traverse,23759,A,FWD,2017
1GNKRGKD9HJ330188,SUV / Crossover,43,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,38534,Traverse,21659,A,FWD,2017
1GNSKBKC3HR283059,SUV / Crossover,52,FALSE,FALSE,Flex Fuel Vehicle,FALSE,355,FALSE,Chevrolet,8 seats,50522,Tahoe,36519,A,4WD,2017
1C6SRFKT8KN500431,Pickup Truck,21,FALSE,FALSE,,FALSE,395,FALSE,RAM,5 seats,38602,1500,48700,A,4WD,2019
1FA6P8CF8G5254904,Coupe,19,FALSE,FALSE,Gasoline,FALSE,435,FALSE,Ford,4 seats,46955,Mustang,25000,A,RWD,2016
1GCUYDED8KZ174068,Pickup Truck,27,FALSE,FALSE,Gasoline,FALSE,355,FALSE,Chevrolet,6 seats,16894,Silverado 1500,39439,A,4WD,2019
5UXKR0C59F0K63424,SUV / Crossover,18,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,5 seats,81916,X5,20999,A,AWD,2015
5UXKR0C59F0P15520,SUV / Crossover,60,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,5 seats,87440,X5,17995,A,AWD,2015
2C3CDZL99KH537162,Coupe,529,,,Gasoline,,797,,Dodge,5 seats,10,Challenger,94575,A,RWD,2019
SALGS2WFXEA194269,SUV / Crossover,25,FALSE,FALSE,Gasoline,FALSE,340,FALSE,Land Rover,5 seats,66623,Range Rover,31995,A,4WD,2014
2G1105S35J9141767,Sedan,27,TRUE,FALSE,Flex Fuel Vehicle,FALSE,305,TRUE,Chevrolet,5 seats,35959,Impala,16421,A,FWD,2018
WP1AA2A20ELA92650,SUV / Crossover,45,FALSE,FALSE,Gasoline,TRUE,300,FALSE,Porsche,5 seats,83249,Cayenne,16495,A,AWD,2014
SADCJ2GX9JA202764,SUV / Crossover,36,TRUE,FALSE,Gasoline,FALSE,296,TRUE,Jaguar,5 seats,37300,F-PACE,30388,A,AWD,2018
2GCVKPEC6K1108934,Pickup Truck,28,TRUE,FALSE,Gasoline,FALSE,355,TRUE,Chevrolet,6 seats,39526,Silverado 1500,31422,A,4WD,2019
WDCGG8HB6CF889848,SUV / Crossover,14,FALSE,FALSE,Gasoline,FALSE,268,FALSE,Mercedes-Benz,5 seats,85992,GLK-Class,10395,A,AWD,2012
1C4RJFAG9HC911084,SUV / Crossover,35,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Jeep,5 seats,26144,Grand Cherokee,27500,A,4WD,2017
5UXKR0C54E0H15863,SUV / Crossover,18,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,5 seats,62256,X5,21495,A,AWD,2014
SALWR2WF4EA324148,SUV / Crossover,225,FALSE,FALSE,Gasoline,FALSE,340,FALSE,Land Rover,7 seats,77002,Range Rover Sport,22999,A,4WD,2014
2G11Z5S32K9161742,Sedan,27,FALSE,FALSE,Flex Fuel Vehicle,FALSE,305,FALSE,Chevrolet,5 seats,7002,Impala,21723,A,FWD,2019
1C6RR7KT7HS733599,Pickup Truck,20,FALSE,FALSE,,FALSE,395,FALSE,RAM,6 seats,39958,1500,27500,A,4WD,2017
3GCUKREC8JG339735,Pickup Truck,0,FALSE,FALSE,,FALSE,355,FALSE,Chevrolet,6 seats,29881,Silverado 1500,35500,A,4WD,2018
1C3CCCDG7GN135586,Sedan,24,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Chrysler,5 seats,54551,200,13500,A,AWD,2016
WBAXH5C58DDW15869,Sedan,28,FALSE,FALSE,Gasoline,FALSE,240,FALSE,BMW,5 seats,80723,5 Series,12495,A,AWD,2013
1GC1KSEY7KF248576,Pickup Truck,77,FALSE,FALSE,Biodiesel,FALSE,445,FALSE,Chevrolet,6 seats,42302,Silverado 2500HD,48949,A,4WD,2019
2GNFLEEK4H6290309,SUV / Crossover,44,FALSE,FALSE,Gasoline,TRUE,182,FALSE,Chevrolet,5 seats,108538,Equinox,11439,A,AWD,2017
1J4GA591X9L742075,SUV / Crossover,589,FALSE,FALSE,Gasoline,TRUE,205,FALSE,Jeep,5 seats,101813,Wrangler Unlimited,12499,M,4WD,2009
5XXGT4L36KG362712,Sedan,20,TRUE,FALSE,Gasoline,FALSE,185,FALSE,Kia,5 seats,21549,Optima,16500,A,FWD,2019
SADCS2FX8KA601746,SUV / Crossover,19,TRUE,FALSE,Gasoline,FALSE,247,TRUE,Jaguar,5 seats,22691,F-PACE,31300,A,AWD,2019
1GCVKREC9HZ261741,Pickup Truck,12,FALSE,FALSE,Gasoline,FALSE,355,FALSE,Chevrolet,6 seats,35734,Silverado 1500,32479,A,4WD,2017
3GCUKREC0HG123310,Pickup Truck,26,FALSE,FALSE,Gasoline,TRUE,355,FALSE,Chevrolet,6 seats,77055,Silverado 1500,30924,A,4WD,2017
5FNYF4H28AB014679,SUV / Crossover,388,FALSE,FALSE,Gasoline,FALSE,250,FALSE,Honda,8 seats,125795,Pilot,12499,A,4WD,2010
1FTNE14W37DA33668,Van,24,FALSE,FALSE,Gasoline,FALSE,255,FALSE,Ford,2 seats,135317,E-Series,4999,A,RWD,2007
WUASUAFG5BN002374,Convertible,244,FALSE,FALSE,Gasoline,TRUE,420,FALSE,Audi,2 seats,35042,R8,59495,A,AWD,2011
19XFB2F55FE050105,Sedan,56,FALSE,FALSE,Gasoline,FALSE,143,FALSE,Honda,5 seats,61444,Civic,10200,CVT,FWD,2015
2C4RC1BGXGR239456,Minivan,14,FALSE,FALSE,Flex Fuel Vehicle,FALSE,283,FALSE,Chrysler,7 seats,45260,Town & Country,14800,A,FWD,2016
2G11Z5S32K9151874,Sedan,14,FALSE,FALSE,Flex Fuel Vehicle,FALSE,305,FALSE,Chevrolet,5 seats,6516,Impala,21259,A,FWD,2019
2GNALCEK4H1530857,SUV / Crossover,20,FALSE,FALSE,Gasoline,FALSE,182,FALSE,Chevrolet,5 seats,26829,Equinox,17324,A,FWD,2017
5YMGZ0C53DLL29847,SUV / Crossover,25,FALSE,FALSE,Gasoline,FALSE,555,FALSE,BMW,4 seats,74046,X6 M,25495,A,AWD,2013
WBAXH5C50DD109422,Sedan,4,FALSE,FALSE,Gasoline,FALSE,240,FALSE,BMW,5 seats,65806,5 Series,11195,A,AWD,2013
1C4SDJCT7HC907296,SUV / Crossover,15,FALSE,FALSE,Gasoline,FALSE,360,FALSE,Dodge,7 seats,30346,Durango,30700,A,AWD,2017
1N4AL3AP2JC207729,Sedan,250,TRUE,FALSE,Gasoline,FALSE,179,TRUE,Nissan,5 seats,37811,Altima,16000,CVT,FWD,2018
1G1BE5SM1H7275105,Sedan,41,FALSE,FALSE,Gasoline,FALSE,153,FALSE,Chevrolet,5 seats,29941,Cruze,14224,A,FWD,2017
2GNALCEK7H1608628,SUV / Crossover,37,FALSE,FALSE,Gasoline,FALSE,182,FALSE,Chevrolet,5 seats,49504,Equinox,14929,A,FWD,2017
2C4RC1BG4JR124021,Minivan,60,FALSE,FALSE,Gasoline,FALSE,287,FALSE,Chrysler,8 seats,17001,Pacifica,24000,A,FWD,2018
1J8GA59117L154898,SUV / Crossover,24,FALSE,FALSE,Gasoline,TRUE,205,FALSE,Jeep,5 seats,153205,Wrangler Unlimited,12999,A,4WD,2007
NM0LS7AN6BT074421,Van,47,FALSE,FALSE,Gasoline,TRUE,136,FALSE,Ford,2 seats,176263,Transit Connect,4999,A,FWD,2011
JM3TCBCY0H0134012,SUV / Crossover,33,FALSE,FALSE,Gasoline,FALSE,250,FALSE,Mazda,7 seats,35946,CX-9,23800,A,AWD,2017
KM8J33A42JU656060,SUV / Crossover,31,TRUE,FALSE,Gasoline,FALSE,164,TRUE,Hyundai,5 seats,52716,Tucson,14500,A,FWD,2018
5UXWX9C58D0A29349,SUV / Crossover,18,FALSE,FALSE,Gasoline,FALSE,240,FALSE,BMW,5 seats,87164,X3,9995,A,AWD,2013
3VW447AU9JM257055,Hatchback,43,FALSE,FALSE,Gasoline,FALSE,,FALSE,Volkswagen,,42154,GTI,24300,Dual Clutch,,2018
KMHD74LF5HU191743,Sedan,6,FALSE,FALSE,Gasoline,FALSE,147,FALSE,Hyundai,5 seats,50013,Elantra,11500,M,FWD,2017
1GNSKAKC6GR443444,SUV / Crossover,28,FALSE,FALSE,Flex Fuel Vehicle,FALSE,355,FALSE,Chevrolet,9 seats,35469,Tahoe,33224,A,4WD,2016
1GNKVGKD8HJ340089,SUV / Crossover,32,FALSE,FALSE,Gasoline,FALSE,281,FALSE,Chevrolet,8 seats,16795,Traverse,24924,A,AWD,2017
1G1FB3DS3K0128729,Convertible,36,TRUE,FALSE,Gasoline,FALSE,335,TRUE,Chevrolet,4 seats,42406,Camaro,23759,A,RWD,2019
JM3KE4DY8G0778078,SUV / Crossover,37,FALSE,FALSE,Gasoline,FALSE,184,FALSE,Mazda,5 seats,73474,CX-5,15439,A,AWD,2016
WBAYF4C5XFD874029,Sedan,384,FALSE,FALSE,Gasoline,FALSE,315,FALSE,BMW,5 seats,61744,7 Series,23495,A,AWD,2015
WDDHF8JB4EA864900,Sedan,25,FALSE,FALSE,Gasoline,FALSE,302,FALSE,Mercedes-Benz,5 seats,50383,E-Class,17995,A,AWD,2014
55SWF4KB9HU181772,Sedan,97,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,41253,C-Class,21200,A,AWD,2017
WAUDF78E67A196813,Sedan,24,FALSE,FALSE,Gasoline,FALSE,200,FALSE,Audi,5 seats,144946,A4,3999,A,AWD,2007
JN1BJ1CR4HW103617,SUV / Crossover,24,FALSE,FALSE,Gasoline,FALSE,141,FALSE,Nissan,5 seats,26007,Rogue Sport,16624,CVT,AWD,2017
KNDJP3AE3H7024713,Wagon,46,FALSE,FALSE,Electric,FALSE,,FALSE,Kia,,26155,Soul EV,13000,A,FWD,2017
1C4PJMDX5KD350746,SUV / Crossover,49,FALSE,FALSE,Gasoline,FALSE,271,FALSE,Jeep,5 seats,13463,Cherokee,24500,A,4WD,2019
JTHCE1D29G5012417,Sedan,28,FALSE,FALSE,Gasoline,FALSE,306,FALSE,Lexus,5 seats,120996,IS 350,15999,A,AWD,2016
1FTNE24L45HB17161,Van,39,FALSE,FALSE,Gasoline,FALSE,255,FALSE,Ford,2 seats,188727,E-Series,3499,A,RWD,2005
5UXZV8C55CL422166,SUV / Crossover,173,FALSE,FALSE,Gasoline,FALSE,400,FALSE,BMW,7 seats,95651,X5,9495,A,AWD,2012
1GNKVJKD6HJ263381,SUV / Crossover,7,FALSE,FALSE,Gasoline,FALSE,288,FALSE,Chevrolet,7 seats,21317,Traverse,29572,A,AWD,2017
5NPDH4AE0CH120139,Sedan,20,FALSE,FALSE,Gasoline,FALSE,148,FALSE,Hyundai,5 seats,58348,Elantra,7859,A,FWD,2012
JF1VA1E63H9840521,Sedan,35,FALSE,FALSE,Gasoline,TRUE,268,FALSE,Subaru,5 seats,74577,WRX,21300,M,AWD,2017
5UXKR0C59E0K47917,SUV / Crossover,18,FALSE,FALSE,Gasoline,FALSE,300,FALSE,BMW,5 seats,75221,X5,20495,A,AWD,2014
JTDKB20U140019907,Hatchback,47,FALSE,FALSE,Hybrid,FALSE,110,FALSE,Toyota,5 seats,163566,Prius,3499,CVT,FWD,2004
5NPE34AF4JH627537,Sedan,17,FALSE,FALSE,Gasoline,FALSE,185,FALSE,Hyundai,5 seats,44604,Sonata,14359,A,FWD,2018
1GNSKBKC5GR238459,SUV / Crossover,49,FALSE,FALSE,Flex Fuel Vehicle,TRUE,355,FALSE,Chevrolet,8 seats,49518,Tahoe,35323,A,4WD,2016
WBAFU7C54CDU58004,Sedan,56,FALSE,FALSE,Gasoline,TRUE,300,FALSE,BMW,5 seats,101415,5 Series,10495,A,AWD,2012
WP0AD2A70DL045220,Sedan,87,FALSE,FALSE,Hybrid,FALSE,380,FALSE,Porsche,4 seats,62139,Panamera Hybrid,26995,A,RWD,2013
1C4RJFCGXJC166963,SUV / Crossover,22,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,32120,Grand Cherokee,34300,A,4WD,2018
2C4RDGCGXHR818480,Minivan,29,TRUE,FALSE,Flex Fuel Vehicle,FALSE,283,TRUE,Dodge,7 seats,49322,Grand Caravan,16500,A,FWD,2017
5UXZV4C59D0B12293,SUV / Crossover,3,TRUE,FALSE,Gasoline,FALSE,300,TRUE,BMW,5 seats,62887,X5,13895,A,AWD,2013
1C4RDJDG1JC317259,SUV / Crossover,76,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Dodge,7 seats,37926,Durango,27200,A,AWD,2018
WDDWJ4KB1HF385905,Sedan,58,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,4 seats,56909,C-Class,25100,A,AWD,2017
1FTNE14WX9DA69652,Van,24,FALSE,FALSE,Flex Fuel Vehicle,TRUE,255,FALSE,Ford,2 seats,137976,E-Series,7999,A,RWD,2009
5N1AR18W86C608876,SUV / Crossover,48,FALSE,FALSE,Gasoline,FALSE,270,FALSE,Nissan,7 seats,178068,Pathfinder,4499,A,4WD,2006
1C4NJRFB2FD417797,SUV / Crossover,66,FALSE,FALSE,Gasoline,FALSE,172,FALSE,Jeep,5 seats,59254,Patriot,11300,A,4WD,2015
3GNKBFRS0KS625771,SUV / Crossover,52,FALSE,FALSE,Gasoline,FALSE,305,FALSE,Chevrolet,5 seats,6850,Blazer,34739,A,FWD,2019
5XYZKDAG5CG153685,SUV / Crossover,1,FALSE,FALSE,Gasoline,TRUE,276,FALSE,Hyundai,5 seats,62783,Santa Fe,10972,A,AWD,2012
4JGDF7CE0EA288485,SUV / Crossover,41,FALSE,FALSE,Gasoline,FALSE,362,FALSE,Mercedes-Benz,7 seats,75898,GL-Class,21995,A,AWD,2014
2C3CDXL93JH179074,Sedan,60,FALSE,FALSE,Gasoline,FALSE,707,FALSE,Dodge,5 seats,25948,Charger,58000,A,RWD,2018
3GNKBKRS0KS573390,SUV / Crossover,133,FALSE,FALSE,Gasoline,FALSE,305,FALSE,Chevrolet,5 seats,8121,Blazer,36972,A,AWD,2019
WBAYF4C57FD874022,Sedan,248,TRUE,FALSE,Gasoline,TRUE,315,FALSE,BMW,5 seats,87055,7 Series,16495,A,AWD,2015
55SWF4KB0HU205148,Sedan,25,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Mercedes-Benz,5 seats,45803,C-Class,21995,A,AWD,2017
1J4GR48K25C565853,SUV / Crossover,24,TRUE,FALSE,,FALSE,210,FALSE,Jeep,,149654,Grand Cherokee,4499,A,4WD,2005
5UXWX9C55D0A20477,SUV / Crossover,44,FALSE,FALSE,Gasoline,FALSE,240,FALSE,BMW,5 seats,95595,X3,9795,A,AWD,2013
JTHCL5EF1E5022497,Sedan,120,FALSE,FALSE,Gasoline,TRUE,360,FALSE,Lexus,5 seats,74716,LS 460,26000,A,AWD,2014
1N4BL4CW8KC209887,Sedan,5,FALSE,FALSE,Gasoline,FALSE,182,FALSE,Nissan,5 seats,18887,Altima,21000,CVT,AWD,2019
5UXXW3C32H0T79954,SUV / Crossover,28,FALSE,FALSE,Gasoline,FALSE,240,FALSE,BMW,5 seats,48443,X4,25995,A,AWD,2017
WBXHT3C37H5F85097,SUV / Crossover,45,FALSE,FALSE,Gasoline,FALSE,228,FALSE,BMW,5 seats,22179,X1,22995,A,AWD,2017
1HGCR2F5XEA053471,Sedan,15,FALSE,FALSE,Gasoline,TRUE,189,FALSE,Honda,5 seats,71596,Accord,12591,CVT,FWD,2014
2HGFG3B57CH525221,Coupe,427,FALSE,FALSE,Gasoline,FALSE,140,FALSE,Honda,5 seats,136752,Civic Coupe,6499,A,FWD,2012
1GCVKREHXHZ390146,Pickup Truck,53,FALSE,FALSE,Flex Fuel Vehicle,FALSE,285,FALSE,Chevrolet,6 seats,36152,Silverado 1500,29439,A,4WD,2017
WDDLJ9BB4EA097420,Sedan,177,FALSE,FALSE,Gasoline,FALSE,402,FALSE,Mercedes-Benz,4 seats,47891,CLS-Class,27995,A,AWD,2014
1C4RJFBG9HC865447,SUV / Crossover,7,FALSE,FALSE,Gasoline,FALSE,241,FALSE,Jeep,5 seats,27222,Grand Cherokee,27000,A,4WD,2017
JNKCV54E26M702600,Coupe,47,FALSE,FALSE,,FALSE,280,FALSE,INFINITI,4 seats,159452,G35,5999,A,RWD,2006
WVWAK73C56P025294,Sedan,24,TRUE,FALSE,Gasoline,TRUE,200,FALSE,Volkswagen,5 seats,137562,Passat,3999,M,FWD,2006
WDAPF3CC7F9604575,Van,190,FALSE,FALSE,,FALSE,188,FALSE,Mercedes-Benz,2 seats,48310,Sprinter,24000,A,4X2,2015
1C4RJFBG0HC900649,SUV / Crossover,6,FALSE,FALSE,Gasoline,TRUE,241,FALSE,Jeep,5 seats,35432,Grand Cherokee,25000,A,4WD,2017
WA1LFAFP0EA038636,SUV / Crossover,53,FALSE,FALSE,Gasoline,FALSE,220,FALSE,Audi,5 seats,86724,Q5,13495,A,AWD,2014
1C4RJFAG9GC344003,SUV / Crossover,21,FALSE,FALSE,,FALSE,360,FALSE,Jeep,5 seats,37050,Grand Cherokee,22300,A,4WD,2016
1C4RDJDG2HC928816,SUV / Crossover,13,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Dodge,7 seats,41441,Durango,27580,A,AWD,2017
WAUENAF49HN012537,Sedan,18,FALSE,FALSE,Gasoline,FALSE,252,FALSE,Audi,5 seats,78777,A4,19985,A,AWD,2017
JN8AS58V08W143104,SUV / Crossover,444,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Nissan,5 seats,154558,Rogue,4999,A,AWD,2008
1GTG6EEN5H1234154,Pickup Truck,32,FALSE,FALSE,Gasoline,FALSE,308,FALSE,GMC,5 seats,48422,Canyon,30959,A,4WD,2017
5FNYF6H05HB073404,SUV / Crossover,22,FALSE,FALSE,Gasoline,FALSE,280,FALSE,Honda,7 seats,20544,Pilot,32324,A,AWD,2017
3C4PDCGG7KT686485,SUV / Crossover,20,TRUE,FALSE,,FALSE,283,TRUE,Dodge,7 seats,39720,Journey,17500,A,FWD,2019
WP1AD2A25DLA73808,SUV / Crossover,36,FALSE,FALSE,Gasoline,TRUE,420,FALSE,Porsche,5 seats,56518,Cayenne,29995,A,AWD,2013
1GCVKPEH9JZ205661,Pickup Truck,17,FALSE,FALSE,Flex Fuel Vehicle,FALSE,285,FALSE,Chevrolet,6 seats,33375,Silverado 1500,29759,A,4WD,2018
1C4RJFAG7FC627532,SUV / Crossover,38,FALSE,FALSE,Gasoline,FALSE,290,FALSE,Jeep,5 seats,99362,Grand Cherokee,15995,A,4WD,2015
1GNSKHKC1HR301089,SUV / Crossover,21,FALSE,FALSE,Flex Fuel Vehicle,FALSE,355,FALSE,Chevrolet,8 seats,28501,Suburban,42324,A,4WD,2017
2HNYD28248H548741,SUV / Crossover,40,FALSE,FALSE,Gasoline,FALSE,300,FALSE,Acura,7 seats,184178,MDX,6999,A,AWD,2008
1G1PH5S90B7265407,Sedan,19,FALSE,FALSE,Gasoline,TRUE,138,FALSE,Chevrolet,5 seats,41860,Cruze,7500,A,FWD,2011
2G1WA5EN1A1101619,Sedan,286,TRUE,FALSE,Gasoline,TRUE,207,TRUE,Chevrolet,6 seats,147995,Impala,4499,A,FWD,2010
1GCVKPEC0HZ330028,Pickup Truck,31,FALSE,FALSE,Gasoline,FALSE,355,FALSE,Chevrolet,6 seats,27939,Silverado 1500,29724,A,4WD,2017
1VWGT7A34HC050446,Sedan,35,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Volkswagen,5 seats,65310,Passat,14000,A,FWD,2017
WAULFAFR1DA012193,Coupe,361,FALSE,FALSE,Gasoline,FALSE,211,FALSE,Audi,4 seats,74796,A5,13295,A,AWD,2013
SALVP2BGXHH181671,SUV / Crossover,25,FALSE,FALSE,Gasoline,FALSE,240,FALSE,Land Rover,5 seats,75095,Range Rover Evoque,23995,A,AWD,2017
1C4RJFAG5HC889763,SUV / Crossover,35,FALSE,FALSE,Gasoline,FALSE,295,FALSE,Jeep,5 seats,34853,Grand Cherokee,27500,A,4WD,2017
1G1RD6E49FU103843,Hatchback,64,FALSE,FALSE,Gasoline,FALSE,149,FALSE,Chevrolet,4 seats,82715,Volt,10155,A,FWD,2015
3TMGZ5AN3JM171948,Pickup Truck,33,FALSE,FALSE,Gasoline,FALSE,278,FALSE,Toyota,5 seats,14245,Tacoma,36924,A,4WD,2018
WAUBFAFL1GN009069,Sedan,34,FALSE,FALSE,Gasoline,FALSE,220,FALSE,Audi,5 seats,44491,A4,18900,A,AWD,2016
2GNFLGE35E6141293,SUV / Crossover,12,FALSE,FALSE,Gasoline,FALSE,301,FALSE,Chevrolet,5 seats,81547,Equinox,11969,A,AWD,2014
WAUFFAFL1CN019063,Sedan,12,FALSE,FALSE,Gasoline,FALSE,211,FALSE,Audi,5 seats,115477,A4,7995,A,AWD,2012
1G1PA5SH3D7117055,Sedan,24,TRUE,FALSE,Gasoline,TRUE,138,FALSE,Chevrolet,5 seats,140798,Cruze,5499,A,FWD,2013
4JGDF7CE7DA259936,SUV / Crossover,54,FALSE,FALSE,Gasoline,FALSE,362,FALSE,Mercedes-Benz,7 seats,92076,GL-Class,17495,A,AWD,2013
1GYKNCRS2KZ256259,SUV / Crossover,35,FALSE,FALSE,Gasoline,FALSE,310,FALSE,Cadillac,5 seats,3195,XT5,36439,A,FWD,2019
1N6AA07B34N529263,Pickup Truck,47,FALSE,FALSE,Gasoline,TRUE,305,FALSE,Nissan,5 seats,84934,Titan,9999,A,4WD,2004
3GNAXJEV1JS567216,SUV / Crossover,22,FALSE,FALSE,Gasoline,FALSE,170,FALSE,Chevrolet,5 seats,8938,Equinox,19759,A,FWD,2018
WDDWF4KB3HR258153,Sedan,25,FALSE,FALSE,Gasoline,TRUE,241,FALSE,Mercedes-Benz,5 seats,45651,C-Class,19995,A,AWD,2017
1GNSKBKC1GR443583,SUV / Crossover,6,FALSE,FALSE,Flex Fuel Vehicle,FALSE,355,FALSE,Chevrolet,8 seats,15231,Tahoe,39959,A,4WD,2016
